Sun 332946.0 0.0 0.0 0.0 0.0 0.0 0.0
Mercury 0.055 0.3598570518147997 -0.06132511797541504 -0.03811110768962459 -0.000716045178241433 0.02901045859848441 0.002432467783842063
Venus 0.815 -0.3935053177409041 -0.6082860993904631 0.01457222641991683 0.01684066443595474 -0.01108032188877406 -0.001122023332246253
Earth 1.0 0.6399698132891943 -0.7877070618569643 -0.0001395290613672816 0.01306593196588963 0.01078856895732095 2.355555290048782e-06
Moon 0.0123 0.6389426948529905 -0.7899640315818172 -0.0003662757237354107 0.01361456486467873 0.01052608955078204 -5.098991524657454e-07
Mars 0.107 -1.539835110149456 -0.5084839769168032 0.02749168618577197 0.004918295237035475 -0.01209805608899081 -0.0003748641213253814
Jupiter 317.8 3.737935882402422 -3.404482625593576 -0.06998286870568168 0.004995735907156844 0.00593713020580077 -0.0001362033927704602
Saturn 95.16 0.8331217945090593 8.977158855359797 -0.1910914258438127 -0.005855578470080372 0.0005066257698189697 0.0002235360080638772
Uranus 14.54 12.98624960468523 -15.04007415793453 -0.2248622438119448 0.002950668521850474 0.002393186119502717 -2.94626445095802e-05
Neptune 17.15 -14.63824907100068 26.18014453286134 -0.2018990711538101 -0.002754636417061137 -0.001506243278682941 9.460056209995634e-05
Pluto 0.002192 -1.510495914511716 44.36335241929095 -4.312253665708473 -0.002235301116087259 -0.0005203216253553472 0.0007037691304555422
1P/Halley 3.7e-11 -10.29144691971324 6.847463467109536 -3.959568274320703 -0.003340422473957652 0.003938122425149265 -0.001570288644767646
